companyId, companyName
191,Bavaria Film and Television Fund
192,Mass Productions
193,British Screen Productions
194,Chicago Pacific Entertainment
195,Savoy Pictures
196,Téléfilm Canada
197,•Ciné Télé Action
198,Jet Tone Production
199,Studio Babelsberg
200,Dieter Geissler Filmproduktion
201,Cinevox Filmproduktion GmbH
202,Adelson-Baumgarten Productions
203,Robert Evans Company
204,Fox Searchlight Pictures
205,Lee Rich Productions
206,Fine Line Features
207,Portman Productions
208,Channel Four Films
209,Zenith Entertainment
210,American Playhouse
211,Union Générale Cinématographique (UGC)
212,True Fiction Pictures
213,Imagine Entertainment
214,TF1 International
215,Talisman Productions
216,October Films
217,Fastnet Films
218,DC Comics
219,DC Entertainment
220,Paris Films Productions
221,Five Films
222,Robert et Raymond Hakim
223,InterAL
224,Propaganda Films
225,David Brown Productions
226,Dog Eat Dog Films
227,Maverick Picture Company
228,The Harvey Entertainment Company
229,40 Acres and a Mule Filmworks
230,Superior Pictures
231,Clinica Estetico
232,Mundy Lane Entertainment
233,Why Not Productions
234,Desperate Pictures
235,Blurco
236,The Teen Angst Movie Company
237,First Knight Productions
238,Alcor Films
239,Suftley
240,The Booking Office
241,Workin' Man Films
242,Killer Films
243,Shining Excalibur Films
244,Independent Pictures
245,JDI productions
246,Lemon Sky Productions
247,Seraphim Films
248,The Ontario Film Development Corporation
249,First Choice Films
250,Atlantis Films
251,Max Films
252,Super Écran
253,Société Générale des Industries Culturelles du Québec (SOGIC)
254,Gramercy Pictures
255,Alphaville Films
256,View Askew Productions
257,Saban Entertainment
258,Toei Company
259,Comet Film Produktion GmbH
260,Avrora Media
261,Cobblestone Pictures
262,Kino Link Company
263,1492 Pictures
264,Party Productions
265,Overseas FilmGroup
266,First Look International
267,NEO Motion Pictures
268,Good Machine
269,Kardana Films
270,Chemical Films
271,Arnold Semler
272,Spring Creek Productions
273,Hawn / Sylbert Movie Company
274,Lightstorm Entertainment
275,Beta Film
276,Madeleine Films
277,Parc Film
278,SFP
279,FIT Productions
280,JVC
281,Seagal/Nasso Productions
282,Cutting Edge Films
283,Hachette Filipacchi Films
284,Zucker Brothers Productions
285,Gordon Company
286,Davis Entertainment
287,Licht/Mueller Film Corporation
288,HBO
289,Percy Main
290,Studio Trite
291,Caméra One
292,AIM Group
293,PolyGram Audiovisuel
294,Noé Productions
295,Vardar Film
296,Ministerstvo za kultura na Republika Makedonija
297,Detour Filmproduction
298,Filmhaus Films
299,Jack Giarraputo Productions
300,Spelling Films International
301,Hera Productions
302,Island World
303,Full Moon Entertainment
304,Screen Ireland
305,Lantana
306,Price Entertainment
307,American Zoetrope
308,Outlaw Productions (I)
309,Baltimore Pictures
310,Flach Film
311,Capitol Films
312,Les Films de l'Astre
313,Ang Lee Productions
314,Central Motion Picture Corporation
315,Alliance Entertainment
316,Ego Film Arts
317,Prufrock Pictures
318,Disney Television Animation
319,DisneyToon Studios
320,Italian International Film
321,Stéphan Films
322,MG
323,Robson Orr Entertainment
324,RAS Entertainment Ltd.
325,Kartemquin Films
326,WingNut Films
327,New Zealand Film Commission
328,Fontana Productions
329,Majestic Films International
330,Bregman/Baer Productions
331,Geffen Pictures
332,Merchant Ivory Productions
333,Northern Lights Entertainment
334,Fountainbridge Films
335,Lucasfilm Ltd.
336,Parallax Pictures
337,Aviacsa
338,Cinevista
339,Bedford Falls Productions
340,Pangaea
341,Wife 'n' Kids
342,Cineville
343,Showcase Entertaiment Inc.
344,Close Call Films
345,Cantaloupe Production
346,Newcomb Productions
347,The Wolper Organization
348,Capella International
349,Cinehaus
350,Distant Justice Joint Venture
351,Metrodome Films
352,Ixtlan
353,J D Productions
354,Avalon Studios
355,NZ on Air
356,CineTel Pictures
357,MG Entertainment
358,Kopelson Entertainment
359,Punch Productions
360,Arnold Kopelson Productions
361,Gaumont
362,Les Films du Dauphin
363,Cecile Company
364,Thousand Cranes Filmworks
365,France 2 Cinéma
366,ARD/Degeto Film
367,D. A. Films
368,WMG Film
369,NEF Filmproduktion
370,RCS Films
371,Nomura Babcock & Brown
372,Etalon-Film
373,Zespół Filmowy TOR
374,TSR
375,CED Productions
376,Norstar Entertainment
377,west wind entertainment
378,Constellation Films
379,Rich Animation Studios
380,Jones Entertainment Group
381,Skerry Productions
382,Jerry Weintraub Productions
383,Iguana Producciones
384,Centropolis Entertainment
385,Outlaw Productions
386,Figment Films
387,The Glasgow Film Fund
388,Kino Korsakoff
389,Instituto Mexicano de Cinematografía
390,Tabasco films
391,TeleMadrid
392,1992 Number Four Limited Partnership
393,MHA
394,National Lampoon
395,Shanghai Film Studio
396,Era International Ltd
397,Trilogy Entertainment Group
398,Tales From The Crypt Holdings
399,IRS Media
400,Populist Pictures
401,"Jackson/McHenry Company, The"
402,J&M Entertainment
403,ONF | NFB
404,British Columbia Film Commission
405,New Views Films
406,Film Victoria
407,House & Moorhouse Films
408,Scholastic Productions
409,Beacon Pictures
410,Specific Films
411,Latent Image Productions Pty. Ltd.
412,R.P. Productions
413,Les Films Alain Sarde
414,Timothy Burrill Productions
415,Mace Neufeld Productions
416,Crowvision Inc.
417,Entertainment Media Investment Corporation
418,Jeff Most Productions
419,Pressman Film
420,Aleor Films
421,Hanna-Barbera Productions
422,Wendy Finerman Productions
423,The Steve Tisch Company
424,New Deal Productions
425,Think Again Productions
426,Riot of Color
427,ARTE
428,Nomad Films
429,Omega Film GmbH
430,Without Walls
431,Dark Horse Entertainment
432,Icon Productions
433,David Foster Productions
434,Turman-Foster Company
435,Renaissance Pictures
436,Signature Pictures
437,Tig Productions
438,Kasdan Pictures
439,Paragon Entertainment Corp.
440,Tool Shed Productions
441,Little Bird
442,Strand Releasing
443,Strand Home Video
444,Eve Productions Inc.
445,CAPCOM
446,Trans-Film
447,Initial Groupe
448,Fallingcloud
449,Highlander Productions Limited
450,Eagle Beach Productions
451,Orion Pictures
452,Cappa Productions
453,NBB Unit One Film Partners
454,Longview Entertainment
455,"Ruddy Morgan Organization, The"
456,Barcelona Films
457,Westerly Films
458,Enigma Productions
459,BSB
460,NatWest Ventures
461,Fujisankei
462,Eddie Murphy Productions
463,Orion Pictures Corporation
464,Heathrow Productions
465,Dorset Productions
466,Robert H. Solo Productions
467,Mainline Pictures
468,HBO Films
469,Parkway Productions
470,Epic Productions
471,Cliffhanger Productions
472,Pioneer
473,Channel Productions
474,Alphaville Productions
475,Fourth Vision
476,Beijing Film Studio
477,China Film Co-Production Corporation
478,Tomson Films
479,Mirage
480,JVC Entertainment Networks
481,Can I Watch
482,Islet
483,KPVI
484,Sidley Wright & Associates
485,Spelling Entertainment
486,Republic Pictures (II)
487,Constantin Film
488,Det Danske Filminstitut
489,Costa do Castelo Filmes
490,House of Spirits Film
491,PolyGram Filmproduktion
492,Apple / Rose
493,Hell's Kitchen Films
494,Kouf/Bigelow Productions
495,Live Entertainment
496,Broadway Pictures
497,Oak Productions
498,Nelvana Limited
499,Jack Rollins & Charles H. Joffe Productions
500,Argos Films
501,Oshima Productions
502,Shibata Organisation
503,Renaissance Films
504,Buena Vista International
505,Night Life Inc.
506,Blue Wolf Productions
507,Thin Man Films
508,Pacific Western
509,Allied Filmmakers
510,Platinum Pictures
511,Mikado Film
512,Adventure Pictures
513,Sigma Pictures
514,Rio
515,Lenfilm
516,Australian Film Commission
517,New South Wales Film & Television Office
518,Jan Chapman Productions
519,Walrus & Associates
520,Beacon Communications
521,Dirty Hands Productions
522,Per-Fo Pictures
523,Brooksfilms
524,Hilary Henkin
525,Seon Film Productions
526,Romper Stomper Pty. Ltd.
527,Ruby in Paradise
528,Full Crew/Say Yea
529,Société Nouvelle de Cinématographie
530,Banfilm
531,Santo Domingo Film & Music Video
532,Polar Entertainment
533,Shadowlands Productions
534,Avenue Entertainment
535,Sarah Radclyffe Productions - Sirens Limited
536,British Screen Finance Ltd
537,Samson Productions II
538,Maiden Movies
539,Shaw Brothers
540,Arnon Milchan Productions
541,Nintendo
542,Permut Presentations
543,David Permut Productions
544,Rhombus Media
545,Tim Burton Productions
546,Skellington Productions Inc.
547,Davis Films
548,August Entertainment
549,Pennebaker Associates Inc.
550,McEttinger Films
551,Cyclone Films
552,Turner Pictures
553,Suburban Pictures
554,DD Productions
555,El Deseo
556,Channel 4 Television
557,Swelter Films
558,Buckeye Films
559,King World Entertainment
560,Longfellow Pictures
561,Ardican Films
562,Columbia Pictures Television
563,Telling Pictures
564,Bac Films
565,Lucky Red
566,RAI
567,Sacher Film
568,Hughes Entertainment
569,Valhalla Motion Pictures
570,The Guber-Peters Company
571,Strong Heart/Demme Production
572,Walt Disney Productions
573,Silver Screen Partners IV
574,Warner Bros./Seven Arts
575,Castle Hill Productions
576,Flo-Bert Ltd.
577,New York Foundation for the Arts
578,Fox 2000 Pictures
579,Guardian Trust Company
580,Canadian Film Development Corporation (CFDC)
581,Potterton Productions
582,Famous Players
583,Trans Atlantic Entertainment
584,The Chess Club
585,Mediaset
586,Cineritino S.r.L.
587,RCS Editori S.p.A.
588,Verona Produzione
589,Lolafilms
590,Fernando Trueba Producciones Cinematográficas
591,Sociedad General de Televisión (Sogetel)
592,The Vault
593,WF/X
594,Road Movies
595,BIM Distribuzione
596,Filmstiftung Nordrhein-Westfalen
597,Diaphana Films
598,Road Movies Dritte Produktionen
599,Degeto Film
600,Messidor Films
601,European Co-production Fund
602,Skyline Entertainment Partners
603,Dark Matter Productions
604,Shooting Star Entertainment
605,Granada Productions
606,Mainstream S.A.
607,Marvin Worth Productions
608,ABC Productions
609,Prokino Filmproduktion
610,Joseph M. Singer Entertainment
611,Cruise/Wagner Productions
612,Pandora Film
613,Icicle
614,Film Fonds
615,Lakeshore Entertainment
616,Komuna
617,Barrandov Studio
618,FM Entertainment International N.V.
619,Government of West Bengal
620,Satyajit Ray Productions
621,Best Brains
622,Warner Bros. Animation
623,Courtside Seats Productions
624,Dino de Laurentiis Cinematografica
625,Marianne Productions
626,129 Productions
627,Filmstudio
628,Athos Films
629,Chaumiane
630,André Michelin Productions
631,Opala Productions
632,Van Peebles Films
633,Orpheus Films
634,Evzen Kolar Productions
635,Turner Pictures (I)
636,Télévision Française 1
637,Quality Entertainment
638,MDP Worldwide
639,Selima Films AVV
640,The Zanuck Company
641,Noon Attack Pictures
642,Silver Screen Partners III
643,The Bubble Factory
644,American Films
645,Newmarket Capital Group
646,12 Gauge Productions
647,Hachette Première
648,Gaumont International
649,Aardman Animations
650,Northern Arts Entertainment
651,Wood-Thomas Pictures
652,Red Wagon Entertainment
653,Atman Entertainment
654,Fred Berner Films
655,Thames Television
656,Thames International
657,Ruddy Morgan Productions
658,PVM Entertainment
659,Silvio Berlusconi Communications
660,Fonds Eurimages du Conseil de l'Europe
661,Urania Film
662,K.G Productions
663,Audifilm
664,Bibo Productions
665,Constant c Productions
666,Twister Productions
667,Shochiku
668,Bandai Visual
669,Production I.G
670,Kodansha
671,Manga Entertainment
672,Steelwork Films
673,Mediaworks
674,Hawk Films
675,Block 2 Pictures
676,Fortissimo Films
677,Scholar Films Company
678,Pony Canyon
679,Tsui Siu Ming Productions
680,Royal Film
681,Bavaria Film
682,B.A. Produktion
683,Perathon Film-und Fernsehproduktions
684,Village Roadshow Entertainment
685,Available Light
686,Great Oaks Entertainment
687,BBC Arena
688,Studio Kankourama
689,Cinegrit
690,Cocinor
691,Les Films Marceau
692,PEA
693,Noel Gay Motion Picture Company
694,Film4 Productions
695,Recorded Picture Company
696,Jeremy Thomas Productions
697,Fiction Films
698,Mandalay Entertainment
699,Walt Disney Animation Studios
700,MK2 Films
701,Initial Productions
702,Cabin Fever Entertainment
703,Rio Dulce
704,Rastar Productions
705,Nickelodeon Movies
706,Electric
707,TEAM Communications Group
708,Prairie Oyster Productions
709,Fuchs/Burg
710,Rome Paris Films
711,Les Films du Losange
712,The Kushner-Locke Company
713,MTV Films
714,Red Mullet Productions
715,Chestnut Hill Productions
716,Haft Entertainment
717,Matchmaker Films
718,Image Comics
719,Bad Bird Productions
720,Lux Film
721,Champs-Élysées Productions
722,Universal City Studios
723,Eleventh Street Production
724,Jon Kilik
725,Alfran Productions
726,Golden Way Films Ltd.
727,Summit Entertainment
728,Sandcastle 5
729,Roger Birnbaum Productions
730,Kremlin Films
731,TOHO-TOWA
732,Mutual Film Company
733,Marubeni
734,Yorktown Productions
735,Universal Cartoon Studios
736,Trancas International Films
737,Nightfall Productions
738,Halloween VI Productions
739,Whyaduck Productions
740,IMA Productions
741,La Sept-Arte
742,Ima Films
743,Loew's Incorporated
744,Jurow-Shepherd
745,Alfred J. Hitchcock Productions
746,RKO Radio Pictures
747,The Mirisch Company
748,Ashton Productions
749,Stanley Donen Films
750,Selznick International Pictures
751,Mercury Productions
752,Stanley Kubrick Productions
753,Walter Wanger Productions
754,Jerry Wald Productions
755,Billy Wilder Productions
756,Arthur Freed Production
757,George Stevens Productions
758,Michael Todd Company
759,Liberty Films
760,Gaumont-British Picture Corporation
761,Image Ten
762,Independent Film Distributors
763,Romulus Films
764,Santana Pictures Corporation
765,Rizzoli-Haggiag
766,Avon Productions
767,Frank Capra Productions
768,Jacaranda Films
769,Investec Merchant Bank
770,BMG Independents
771,Pacific Motion Pictures Corporation
772,Stewart Pictures
773,Moshe Diamant Production
774,Neo Productions
775,Redemption Productions
776,Simian Films
777,Avnet/Kerner Productions
778,Touchwood Pacific Partners 1
779,Multicom entertainment
780,Robert Wise Productions
781,Argyle Enterprises
782,Allied Vision
783,World Film Music Limited
784,Clavius Base
785,World Productions
786,Douglas/Reuther Productions
787,Bernina Film
788,Jam Productions
789,Chal Productions
790,Addis Wechsler Pictures
791,Muse Productions
792,Normal Life Productions
793,Sony Pictures
794,Revolution Films
795,Bazmark Films
796,Independent Pictures (II)
797,The Alfred Shay Company Inc.
798,David L. Wolper Productions
799,Achilles
800,Rollins-Joffe Productions
801,Prominent Features
802,Fish Productions
803,Python (Monty) Pictures Limited
804,HandMade Films
805,Artista Management
806,Peerford Ltd.
807,Redford-Ritchie Productions
808,Tatira-Hiller Productions
809,Leland Hayward Productions
810,Great American Films Limited Partnership
811,Vestron Pictures
812,Dog Eat Dog Productions
813,Hemdale Film Corporation
814,Cinema 84
815,Cinema 86
816,Gladden Entertainment
817,Ixtlan Productions
818,Bill Graham Films
819,Palace Pictures
820,Nippon Film Development and Finance Inc.
821,Eurotrustees
822,GGR
823,Zupnik Cinema Group II
824,Keith Barish Productions
825,ITC
826,Charles K. Feldman Group
827,Galatée Films
828,Conseil Général de l'Aveyron
829,Crédit Agricole
830,Les Productions JMH
831,Office Fédéral de la Culture
832,Delta Images
833,Région Midi-Pyrénées
834,La Fondation Gan pour le Cinéma
835,Sivom des Monts et Lacs du Lévezou
836,Agencie Jules Verne
837,Redwave Films
838,Public Television Playhouse Inc.
839,C&P Productions
840,Cinéa
841,Center for Film and Audiovisual Arts of the French Community of Belgium
842,Filmhaus
843,Phoenix Pictures
844,Illusion Entertainment
845,Janet Yang Productions
846,Woodward Productions
847,Weiny Bro Prods.
848,Jewel Productions
849,Pimlico Films
850,AVCO Embassy Pictures
851,EDI
852,Debra Hill Productions
853,Goldcrest
854,International Film Investors
855,City Films
856,Wescom Productions
857,Films A2
858,AMLF
859,Michael White Productions
860,National Film Trustee Company
861,Jürgen Brüning Filmproduktion
862,Dangerous to Know Swell Co.
863,Hustler White Productions
864,The New York Times
865,New York Times Productions
866,David Sonenberg Production
867,DAS Films
868,FR3
869,Productions Marcel Dassault
870,ATHANOR
871,Lumen Films
872,Heart of Europe Prague K Productions
873,Kominsk
874,Scalera Film S.p.a.
875,Invicta Films
876,Jadran Film
877,Neue Bioskop Film
878,Artemis Film
879,Franz Seitz Filmproduktion
880,Film Polski
881,Hallelujah Films
882,GGB-14
883,Auditrust
884,Keep Films
885,UGC PH
886,Les Films Ariane
887,Cristaldifilm
888,Elsevira
889,Erbograph Co.
890,Vendex
891,Sofinergie Films
892,Fondation GAN pour le Cinéma
893,Sofinergie 2
894,Investimage 2
895,"Zespól Filmowy ""Tor"""
896,Norsk Film
897,Sidéral Productions
898,Greenpoint Films
899,Bryna Productions
900,Cineplex-Odeon Films
901,Tiger Moth Productions
902,Penta Films
903,A.M.A. Film
904,Ferndale Films
905,RTÉ
906,Granada Television
907,Virgin
908,Atchafalaya
909,Australian Film Finance Corporation
910,Beyond Films
911,M & A
912,Third Floor Productions
913,Artisan Entertainment
914,Fantasy Films
915,The Princess Bride Ltd.
916,Buttercup Films Ltd.
917,Act III Productions
918,Embassy International Pictures
919,SLM Production Group
920,Brandywine Productions
921,Arturo González Producciones Cinematográficas S.A.
922,Orion-Nova Productions
923,Horizon Pictures
924,Pakula-Mulligan
925,Brentwood Productions
926,Rafran Cinematografica
927,San Marco
928,ARD
929,Wim Wenders Stiftung
930,British Lion Films
931,London Films Productions
932,Winkler Films
933,Introvision International
934,Toho
935,Nippon Herald Films
936,Greenwich Film Production
937,Herald Ace
938,Film Workshop
939,Long Shong Pictures
940,Golden Princess Film Production Limited
941,Shamley Productions
942,The Coppola Company
943,Natant
944,NFTS
945,The Saul Zaentz Company
946,Republic Pictures
947,PSO
948,Mosfilm
949,Radiant Film GmbH
950,Süddeutscher Rundfunk
951,Twin Bros. Productions
952,Zanuck/Brown Productions
953,SF Studios
954,Hemdale Film
955,Euro Film Funding
956,Avalon/NFU Studios
957,Freddie Fields Productions
958,Brandenberg
959,Thirteen
960,Circle Films
961,"Lawrence Turman Films, Inc."
962,Les Films du Loup
963,Cineriz
964,Francinex
965,Penthouse
966,Long Road Productions
967,A&M Films
968,CBS Entertainment Production
969,Producers Circle
970,Peregrine
971,Nero-Film AG
972,Rosebud Releasing Corporation
973,EMI Films
974,Les Films Galaxie
975,France 2
976,MC Productions
977,SC Entertainment
978,Electric Shadow Productions
979,Fried Green Tomatoes Productions
980,Black Snake
981,Grokenberger Film Produktion
982,MBS
983,Studio Aoi
984,TMS Entertainment
985,Akira Committee Company Ltd.
986,Sumitomo Corporation
987,Studio Fuga
988,Bandai Entertainment Inc.
989,Davis-Panzer Productions
990,Thorn EMI Screen Entertainment
991,Jalem Productions
992,Sofinergie 1
993,Investors Club
994,Crossbow Productions
995,Gruskoff/Venture Films
996,Jouer Limited
997,Locus Solus Entertainment
998,Pyramide Productions
999,"Victor Musical Industries, Inc."
1000,ERA International
1001,Century Communications
1002,Salon Films
1003,Roy Export Company Establishment
1004,Stanley Kramer Productions
1005,New World Pictures
1006,Cinemarque Entertainment
1007,Spinal Tap Prod.
1008,IRE Productions
1009,Santa Fe Institute for Regional Education
1010,Lorimar Film Entertainment
1011,New Gold Entertainment
1012,Northstar Media
1013,CIP
1014,Indo-British
1015,National Film Development Corporation of India
1016,National Film Finance Corporation (NFFC)
1017,Curzon Film Distributors
1018,Delphi III Productions
1019,Tin Blue
1020,FilmTeknik
1021,Persky-Bright Productions
1022,Devon
1023,Campanile Productions
1024,Newman-Foreman Company
1025,George Roy Hill-Paul Monash Production
1026,Pro-ject Filmproduktion
1027,Nelson Entertainment
1028,Helvey-Pray Production
1029,Starhaus Filmproduktion
1030,Mindy Affrime
1031,Skreba Films
1032,Guber/Peters Company
1033,American Werewolf Inc.
1034,Lyncanthrope Films
1035,Steve White Productions
1036,VPS Studios
1037,DEG
1038,Zeta Entertainment
1039,Promark Entertainment Group
1040,Spectacor Films
1041,A. Ninety-Three Productions
1042,Media Transactions
1043,Estudios Churubusco Azteca S.A.
1044,American International Pictures
1045,CFCF-TV
1046,Compagnia Cinematografica Champion
1047,Andy Warhol Productions
1048,Hometown Films
1049,YCTM
1050,Sterobcar Productions
1051,Valley Forge Films
1052,Tonylyn Productions Inc.
1053,Fairview Productions
1054,Compass International Pictures
1055,Empress Film Production Corporation
1056,Vista Street Entertainment
1057,Osiris Films
1058,Dan Curtis Productions
1059,Candyman Films
1060,Tribeca Productions
1061,Melville-Talbot Productions
1062,RKO Pictures LLC
1063,Smart Egg Pictures
1064,Media Home Entertainment
1065,The Elm Street Venture
1066,Prana-Film GmbH
1067,Jofa-Atelier Berlin-Johannisthal
1068,Reteitalia
1069,Scena Film
1070,Marmont Productions
1071,Blood & Wine Productions
1072,Albino Alligator Productions
1073,Trust Film
1074,South Australian Feature Film Company
1075,Shooting Gallery
1076,Epithète Films
1077,Wizzer Productions
1078,Robert Stigwood Organization (RSO)
1079,Fine Arts Films
1080,Steamroller Productions
1081,Victor & Grais Productions
1082,Alan Landsburg Productions
1083,MCA  Theatricals
1084,Storyline Entertainment
1085,Peters Entertainment
1086,Vinyl Films
1087,Silver Screen Partners II
1088,Out of Carolina Productions
1089,Dimitri Villard Productions
1090,Olga Film GmbH
1091,Si Litvinoff Film Production
1092,Max L. Raab Productions
1093,1600 Limited Partnership
1094,Z-INC Films
1095,Astral Films
1096,Meridian Films
1097,Stamen Films Pty. Ltd.
1098,Laurentic Film Productions
1099,Torii Production
1100,Thinkfactory Media
1101,Wally Sparks Productions
1102,Roth-Arnold Productions
1103,Sheinberg Productions
1104,Portobello Pictures
1105,Česká televize
1106,Státní fond ČR pro podporu a rozvoj české kinematografie
1107,Biograf Jan Svěrák
1108,CinemArt
1109,Space Films
1110,Pale Morning Dun
1111,Koch Company
1112,High School Sweethearts
1113,Asymmetrical Productions
1114,Lost Highway Productions
1115,Mark Johnson Productions
1116,Mirabai Films
1117,NDF International
1118,Alliance Communications
1119,Cinépix Film Properties (CFP)
1120,Fiasco Photoplays
1121,Trick Productions
1122,Q Productions
1123,Esparza / Katz Productions
1124,David Kirschner Productions
1125,Turner Feature Animation
1126,New Vision Films
1127,Screwball Five
1128,Fox Family Films
1129,One Story Pictures
1130,Middle Fork Productions
1131,Skylight Cinema Foto Art
1132,St. Tropez Films
1133,Cinema Line Film Corporation
1134,British Columbia Film
1135,Canada Council Media Arts
1136,Boneyard Film Company Inc.
1137,Brad Krevoy & Steve Stabler production
1138,Samson Productions
1139,Tomsen Films
1140,Australian Asset Securities Limited
1141,Rev Kids
1142,Eric's Boy
1143,Communicado Productions
1144,UGC Images
1145,Odessa Films
1146,Altamira Pictures Inc.
1147,Digital Image Associates
1148,Auvergne-Rhône-Alpes Cinéma
1149,.406 Production
1150,Good Dog Productions
1151,Utopia Pictures
1152,Goldwyn Films
1153,Jim Henson Pictures
1154,Jerry Bruckheimer Films
1155,Kasander & Wigman Productions
1156,Nederlands Fonds voor de Film
1157,Woodline Films Ltd.
1158,Blue Tulip Productions
1159,Hungry Eye Trijbits
1160,Worrell
1161,Remote
1162,Vertigo Productions
1163,Les Films Concordia
1164,Krane Entertainment
1165,Terence Michael Productions
1166,Parkes+MacDonald Image Nation
1167,South Side Amusement Company
1168,First Independent Films
1169,Trap-Two-Zero Productions
1170,Moving Pictures
1171,Mandeville Films
1172,Across the River Productions
1173,Impact Pictures
1174,Lawrence Gordon Productions
1175,Golar Productions
1176,Pull Down Your Pants Pictures
1177,Todd McFarlane Entertainment
1178,Keystone Pictures
1179,Alliance Atlantis Communications
1180,Fair and Square Productions
1181,Matrix Films
1182,Quincy Jones-David Salzman Entertainment
1183,Korsala Productions
1184,Raffaella De Laurentiis Productions
1185,Radiant Productions
1186,Nina Saxon Film Design
1187,Redeemable Features
1188,DreamWorks Pictures
1189,Applecross
1190,Reperage & Vanguard Films
1191,Edmonds Entertainment Group
1192,Image Organization
1193,Pierre David
1194,Prairie Films
1195,Illusion Entertainment Group
1196,Clyde Is Hungry Films
1197,Canal+ Droits Audiovisuels
1198,Good Film Company
1199,Canadian Film or Video Production Tax Credit (CPTC)
1200,Gouvernement du Québec
